Nombre,Total Salida,Tiempo En Sistema Promedio (Min),Tiempo En lógica de movimiento Promedio (Min),Tiempo Espera Promedio (Min),Tiempo En Operación Promedio (Min)
LUPULO,412,102,27,2,00,0,00,60,00
LEVADURA,198,288,28,2,00,0,00,120,00
BOTELLA_CON_CERVEZA,486,1138,75,16,00,0,00,1154,00
GRANOS_DE_CEBADA,103,881,67,4,00,0,00,360,00
CAJA_CON_CERVEZAS,81,1118,21,100,00,0,00,6949,00
CAJA_VACIA,81,1117,60,0,00,0,00,10,00
CERVEZA,96,1133,53,16,00,0,00,1142,56
MOSTO,99,1032,67,12,00,0,00,780,00
